matchid,team_home,team_home_id,score_home,team_away,team_away_id,score_away,mu_coach_player_all_t1,mu_coach_player_all_t2,mu_coach_player_suc_t1,mu_coach_player_suc_t2,mu_rel_all_t1,mu_rel_all_t2,mu_rel_suc_t1,mu_rel_suc_t2,seasonyear,mean_goals_t1_bin_5,mean_assists_t1_bin_5,mean_goals_t2_bin_5,mean_assists_t2_bin_5,mean_goals_t1_bin_3,mean_assists_t1_bin_3,mean_goals_t2_bin_3,mean_assists_t2_bin_3,mean_goals_t1_bin_1,mean_assists_t1_bin_1,mean_goals_t2_bin_1,mean_assists_t2_bin_1
2482168,ea-guingamp,855,0,fc-metz,347,1,17.944445,.5,5.3333335,.16666667,9.4640522,.20915033,2.8692811,.071895428,2014,.6950171,.47404802,.81339657,.58790499,.62892556,.43418109,.78709114,.6090849,.41574073,.4212963,1.6206349,1.5456349
2482169,olympique-lyon,1041,4,fc-lorient,1158,0,0,0,0,0,20.065359,4.3660131,9.2549019,1.6470588,2014,.52058762,.42420855,.64427704,.41230953,.5411166,.44881132,.81864333,.52735889,.67896825,.44166666,.71388888,.5796296
2482170,hsc-montpellier,969,0,as-monaco,162,1,13.388889,0,3.8333333,0,27.562092,8.0653591,9.6013069,4.7647057,2014,.75498378,.46799353,.97986323,.76568669,.65031081,.39123589,1.0208557,.84820259,.75,.51960784,.872549,.88137257
2482171,ogc-nizza,417,1,osc-lille,1082,0,31.055555,25.722221,12.5,13.611111,8.8039217,20.084967,3.0261438,10.163399,2014,.51353151,.33645096,.56480652,.40476191,.51600027,.37459716,.50760323,.40523395,.45939153,.27314815,.71230161,.58333331
2482172,stade-reims,1421,0,olympique-marseille,244,5,0,0,0,0,17.320261,16.647058,4.9084969,7.4117646,2014,.73570502,.46052203,.93766922,.53779358,.83551574,.49662498,.97399712,.52423042,.77037036,.3425926,1.2055556,.58888888
2482173,fc-stade-rennes,273,0,fc-toulouse,415,3,13.944445,51.388889,4.1111112,18.222221,5.8366013,15.986928,1.8954248,5.3333335,2014,1.0000758,.53545821,.63008583,.40605137,.96173841,.50873971,.71043926,.48057961,.95251322,.48690477,.9546296,.40277779
2482174,as-saint-etienne,618,1,fc-girondins-bordeaux,40,1,43.166668,0,19.777779,0,22.620914,13.986928,11.261438,5.2483659,2014,.7516678,.48764443,.82415479,.50487787,.71943182,.51480621,.96410239,.49338624,.46388888,.38425925,.92500001,.27777779
2482175,fc-girondins-bordeaux,40,2,fc-stade-rennes,273,1,0,14.722222,0,4.3888888,12.104575,6.4705882,4.5098038,2.1111112,2014,.82415479,.50487787,.77822661,.51622909,.96410239,.49338624,.7245751,.46854612,.92500001,.27777779,.76362431,.34338623
2482176,rc-lens,826,0,sm-caen,1162,0,.66666669,8,.3888889,1.8333334,0,1.1241831,0,.28758171,2014,.88684678,.61920887,.67527181,.3313202,.9896698,.6172269,.85418874,.34115961,.83958334,.46875,1.3511904,.42592594
2482177,osc-lille,1082,1,sc-bastia,595,0,26.117647,0,13.588235,0,21.67647,4.5424838,10.875,1.6405228,2014,.62575746,.3920635,.75305247,.46205848,.6203019,.40364277,1.228521,.58791888,.84243697,.64705884,1.2107843,.64215684
2482178,fc-lorient,1158,0,fc-evian-thonon-gaillard,14171,2,0,31.833334,0,9.2777777,6.5032678,14.725491,2.2483661,4.3921571,2014,.65517992,.48002708,.76360267,.50114441,.76630861,.58043885,.80185014,.55522949,1.0696079,1.054902,1.1324074,.7962963
2482179,olympique-marseille,244,2,as-saint-etienne,618,1,0,43.222221,0,20.111111,16.647058,20.660131,7.4117646,10.150327,2014,1.0719285,.72562426,.7516678,.48764443,1.1221453,.73719335,.71943182,.51480621,1.7611111,1.2,.46388888,.38425925
2482180,fc-metz,347,3,stade-reims,1421,0,.5,0,.16666667,0,.20915033,9.7581701,.071895428,2.8954248,2014,.71463114,.55255151,.91333252,.54886383,.66924602,.5743627,1.0497766,.59838563,1.2502645,1.406746,.93958336,.41666666
2482181,as-monaco,162,0,ogc-nizza,417,1,0,34.5,0,13.944445,9.5816994,10.673203,5.8692808,3.8104575,2014,.95085377,.73667508,.52896363,.34385839,.99535054,.81589508,.53451878,.38570827,.84722221,.85092592,.47791004,.27314815
2482182,hsc-montpellier,969,2,ea-guingamp,855,1,13.333333,18.055555,3.8888888,5.0555553,24.522877,8.9542484,8.4967318,2.4509804,2014,.5586704,.36012253,.78894085,.42746681,.54936761,.32783389,.78672576,.41046175,.64351851,.43518519,.65277779,.4074074
2482183,fc-nantes,995,1,olympique-lyon,1041,1,22.5,0,6.6666665,0,13.856209,24.078432,4.0326796,10.993464,2014,.65038693,.38094029,.58806151,.49460614,.59825051,.37751323,.5925929,.52751499,.73796296,.5,.68822753,.44166666
2482184,fc-toulouse,415,1,fc-paris-saint-germain,583,1,39.611111,17.5,13.555555,12.222222,11.026144,21.444445,3.5228758,14.633986,2014,.72730803,.42048138,.99493688,.66604465,.84535986,.49546057,.98103637,.67184526,1.0490741,.47222221,.8277778,.77314812
2482185,sc-bastia,595,0,fc-lorient,1158,2,0,0,0,0,3.6013072,7.1437907,1.3267974,2.4313726,2014,.67970264,.44512072,.51245517,.3632592,.77137518,.44603175,.63169044,.44402558,.72395831,.49479166,.92685187,.80185187
2482186,sm-caen,1162,1,olympique-marseille,244,2,8,0,1.8333334,0,1.1241831,16.647058,.28758171,7.4117646,2014,.66035956,.33687577,1.0719285,.72562426,.83619928,.34909612,1.1221453,.73719335,1.3472222,.4537037,1.7611111,1.2
2482187,fc-evian-thonon-gaillard,14171,3,fc-metz,347,0,30.111111,.5,8.7777777,.16666667,13.352942,.20915033,3.856209,.071895428,2014,.68247396,.53258514,.77873373,.4818444,.74634039,.5940302,.74211758,.48871452,.90555555,.72222221,1.4169313,.87896824
2482188,ea-guingamp,855,0,fc-nantes,995,1,12.388889,19.833334,3.8333333,5.8333335,4.1307192,9.986928,1.3267974,2.7777777,2014,.79361558,.47538349,.58327979,.39532715,.77875721,.45466369,.48735252,.36834735,.6564815,.5324074,.62941176,.4852941
2482189,olympique-lyon,1041,3,osc-lille,1082,0,0,21,0,11.117647,23.418301,24.308823,10.75817,12.191176,2014,.51090103,.41821727,.53906929,.30700281,.52188581,.44418168,.48005629,.29523286,.68822753,.44166666,.71568626,.63725489
2482190,ogc-nizza,417,1,hsc-montpellier,969,1,37.277779,12.666667,14.944445,3.7777777,11.300653,25.496733,4.0588236,9.0849676,2014,.50118583,.34385839,.72819173,.44199386,.51936728,.38570827,.63084906,.36950055,.46679893,.27314815,.73055553,.49074075
2482191,fc-paris-saint-germain,583,1,as-monaco,162,1,19.944445,0,13.888889,0,19.718954,7.1372547,13.477124,4.3071895,2014,1.0474061,.65910023,.84537888,.71505141,1.0335054,.66490084,.90537119,.79852939,.85555553,.75925928,.72745097,.76372552
2482192,stade-reims,1421,1,fc-girondins-bordeaux,40,0,0,0,0,0,22.137255,15.163399,6.346405,5.8562093,2014,.83644342,.49223071,.82574964,.5370416,.93558484,.52422547,.97251993,.54431218,.87675071,.37254903,.94907409,.3888889
2482193,fc-stade-rennes,273,2,rc-lens,826,0,12.888889,.66666669,3.8888888,.3888889,5.1830068,0,1.7385621,0,2014,.9190467,.57178462,.82947707,.54481423,.91551226,.5597142,.94760549,.55312502,.85251325,.4287037,.8107143,.40476191
2482194,as-saint-etienne,618,0,fc-toulouse,415,1,38.777779,26.833334,18,8.9444447,22.235294,8.9019604,11.30719,2.6993463,2014,.77334839,.48656082,.77499282,.44521558,.76896882,.51309681,.90162289,.52460527,.4861111,.37314814,1.1107843,.5
2482195,fc-girondins-bordeaux,40,1,sm-caen,1162,1,0,4.9444447,0,1.1111112,17.424837,.43137255,6.4444447,.12418301,2014,.83029515,.5370416,.70463693,.34243131,.97706538,.54431218,.87879187,.34909612,.95833331,.3888889,1.3928572,.4537037
2482196,rc-lens,826,1,fc-paris-saint-germain,583,3,.66666669,18,.3888889,12.588235,0,21.007353,0,14.360294,2014,.91638184,.6099928,1.0688396,.67233753,1.0233991,.6183036,1.0507351,.67872649,.85666668,.43333334,.90588236,.80392158
2482197,osc-lille,1082,1,ea-guingamp,855,2,28.833334,10.888889,15.166667,3.3333333,31.607843,4.9673204,15.810457,1.5098039,2014,.5600366,.31940836,.75591618,.43121463,.50794923,.30981395,.75021785,.41839826,.75462961,.6388889,.6111111,.3888889
2482198,fc-lorient,1158,0,as-saint-etienne,618,1,0,45.722221,0,20.666666,11.071896,22.464052,3.7058823,11.248366,2014,.4953517,.34037262,.79652482,.48494044,.59168607,.41736695,.73312229,.46556592,.90294117,.78431374,.5462963,.35925925
2482199,olympique-marseille,244,2,fc-toulouse,415,0,0,35.388889,0,12.222222,16.647058,11.20915,7.4117646,3.6143792,2014,1.0719285,.72562426,.77134651,.44179153,1.1221453,.73719335,.89213562,.52614313,1.7611111,1.2,1.0552083,.5
2482200,fc-metz,347,0,fc-stade-rennes,273,0,0,12.555555,0,3.6666667,0,5.0392156,0,1.6470588,2014,.65563881,.39453381,.87334263,.60303301,.58431339,.37800023,.86855662,.60463917,.95396823,.77711642,.93333334,.52394181
2482201,as-monaco,162,2,fc-evian-thonon-gaillard,14171,0,0,29.5,0,8.7222223,6.8823528,13.647058,4.3660131,4.1372547,2014,.94326758,.71717584,.63556039,.48725548,.95037878,.78904319,.68240571,.54927713,.71666664,.73148149,.97870368,.85185188
2482202,olympique-lyon,1041,5,hsc-montpellier,969,1,0,13.944445,0,3.9444444,23.418301,27.013071,10.75817,8.7777777,2014,.51090103,.41821727,.7630831,.4767161,.52188581,.44418168,.6685034,.40422279,.68822753,.44166666,.76759261,.52777779
2482203,fc-nantes,995,1,stade-reims,1421,1,21.611111,0,6.2222223,0,11.941176,20.09804,3.2352941,5.7908497,2014,.62795407,.35677993,.76682621,.45377347,.57461822,.36470589,.84888566,.4765833,.65196079,.45588234,.79100531,.35185185
2482204,ogc-nizza,417,0,sc-bastia,595,1,36.722221,0,14.666667,0,11.398693,4.4248366,4.019608,1.6078432,2014,.52896363,.34385839,.797315,.49377412,.53451878,.38570827,1.2443968,.62038308,.47791004,.27314815,1.2895833,.640625
2482205,sc-bastia,595,1,as-monaco,162,3,0,0,0,0,3.7516339,5.7254901,1.3464053,3.3790851,2014,.82703316,.57524735,.88152814,.65170574,1.2018778,.70093864,.88066202,.68313491,1.1697917,.71354169,.54259259,.45740741
2482206,sm-caen,1162,2,fc-lorient,1158,1,4.9444447,0,1.1111112,0,.43137255,6.7581701,.12418301,2.1960785,2014,.65304959,.32854244,.57556218,.42389694,.80471784,.32826278,.66999465,.50658262,1.281746,.42592594,.93725491,.93725491
2482207,fc-evian-thonon-gaillard,14171,0,fc-nantes,995,2,31.333334,20.555555,9.2777777,5.7777777,15.156863,10.895425,4.5359478,2.8496733,2014,.67630112,.58447772,.53022826,.32603127,.7443105,.64186972,.47264662,.35644257,.91388887,.9074074,.5,.38235295
2482208,ea-guingamp,855,2,ogc-nizza,417,7,17.388889,34.611111,5.2222223,14.055555,7.9542484,10.803922,2.4183006,3.9411764,2014,.7827329,.4363052,.44377846,.28036633,.7946623,.43427128,.41785213,.29928851,.63425928,.4074074,.42235449,.23148148
2482209,olympique-lyon,1041,1,olympique-marseille,244,0,0,0,0,0,23.418301,16.647058,10.75817,7.4117646,2014,.51090103,.41821727,1.0719285,.72562426,.52188581,.44418168,1.1221453,.73719335,.68822753,.44166666,1.7611111,1.2
2482210,fc-paris-saint-germain,583,3,fc-girondins-bordeaux,40,0,20.555555,0,14.444445,0,23.967319,9.6928101,16.30719,3.5751634,2014,.76851714,.73210406,.87761271,.54818225,.77953726,.71961462,1.0456947,.57068455,.67962962,.75370371,1.028125,.40000001
2482211,stade-reims,1421,1,hsc-montpellier,969,0,0,15.388889,0,4.4444447,22.588236,33.084969,6.5294118,11.529411,2014,.77917188,.46071792,.60188031,.39484474,.8617062,.48163381,.59257746,.36255613,.80211639,.35185185,.68055558,.47222221
2482212,fc-stade-rennes,273,2,osc-lille,1082,0,12.722222,27.333334,3.6666667,14.277778,5.1045752,31.673203,1.6732026,15.647058,2014,.96308619,.67374009,.67812222,.46240079,.91906166,.66636759,.62594539,.3843866,.96111113,.54246032,.81944442,.6574074
2482213,as-saint-etienne,618,1,fc-metz,347,0,46.555557,.5,21.333334,.16666667,20.156862,.22222222,10.248366,.071895428,2014,.8194949,.48725525,.64304346,.37948751,.77201116,.47791159,.57875782,.37337062,.5462963,.35925925,.98174602,.76785713
2482214,fc-toulouse,415,0,rc-lens,826,2,28.388889,.66666669,9.5555553,.3888889,7.986928,0,2.3725491,0,2014,.75538498,.41580379,.81901973,.64475363,.88038105,.49519354,.91086888,.6403628,1.0960784,.47058824,.72361112,.5
2482215,fc-girondins-bordeaux,40,2,fc-toulouse,415,1,0,36,0,12.222222,17.758169,9.679739,6.7843137,3.0849674,2014,.83100766,.55258954,.75023794,.47795367,.96502107,.55112046,.88028556,.58928573,.94607842,.39215687,1.0813725,.50980395
2482216,ea-guingamp,855,1,sc-bastia,595,0,16.833334,0,5.0555553,0,6.8169932,4.019608,2.0980392,1.4379085,2014,.79992872,.45297188,.8228665,.57524735,.78990036,.41839826,1.1956278,.70093864,.6564815,.4212963,1.1541667,.71354169
2482217,osc-lille,1082,1,as-saint-etienne,618,1,25.333334,41.833332,13.055555,19.111111,27.143791,20.627451,13.320261,10.346405,2014,.72215992,.54133296,.87406707,.49392411,.66766292,.46730554,.7701593,.49355954,.92526454,.75925928,.58796299,.37129629
2482218,fc-lorient,1158,1,fc-paris-saint-germain,583,2,0,23.777779,0,16.722221,5.6797385,26.450981,1.862745,18.17647,2014,.59315246,.44592622,1.093388,.76101011,.69311929,.53824407,1.0946537,.74483001,.99583334,.99583334,.96666664,.85092592
2482219,olympique-marseille,244,2,rc-lens,826,1,0,.66666669,0,.3888889,9.1830063,0,3.7581699,0,2014,.99541777,.65155017,.94795018,.6255796,1.0499231,.67138648,1.0644829,.62333333,1.7941177,1.2117647,.86428571,.44047618
2482220,fc-metz,347,3,sm-caen,1162,2,.5,4.9444447,.16666667,1.1111112,.20915033,.43137255,.071895428,.12418301,2014,.63912612,.45468393,.72095084,.34114927,.58113879,.45405844,.91212523,.35703263,1.0928571,1.2956349,1.406746,.48148149
2482221,as-monaco,162,1,stade-reims,1421,1,0,0,0,0,7.3202615,19.071896,4.4379086,5.5098038,2014,.92323238,.64461267,.79438353,.47460681,.90572768,.70604575,.88551569,.50941157,.59411764,.65098041,.80211639,.35185185
2482222,hsc-montpellier,969,2,fc-evian-thonon-gaillard,14171,0,12.611111,27.777779,3.7777777,8.0555553,23.398693,11.54902,8.3725491,3.3856208,2014,.76438701,.4679198,.8528986,.53954309,.69381207,.41811168,.89892608,.55023909,.7361111,.51851851,1.1731482,.89814812
2482223,fc-nantes,995,1,fc-stade-rennes,273,1,22.055555,15,6.2777777,4.2777777,12.79085,6.4967322,3.4313726,1.9869281,2014,.58251584,.39220774,.85911793,.63670301,.53147018,.42507002,.78803712,.61698484,.60000002,.45588234,.80462962,.49801588
2482224,ogc-nizza,417,1,olympique-lyon,1041,3,34.388889,0,13.888889,0,13.496732,15.078431,4.986928,7.013072,2014,.51975107,.26793689,.44061673,.34535092,.528216,.28801674,.4565962,.37712836,.45700279,.20588236,.58055556,.35277778
2482225,sc-bastia,595,2,hsc-montpellier,969,0,0,13.722222,0,4.0555553,6.5441175,29.431372,2.3602941,10.627451,2014,.73898166,.47033662,.76438701,.4679198,.77981341,.45371643,.69381207,.41811168,.77555555,.48333332,.7361111,.51851851
2482226,sm-caen,1162,1,fc-nantes,995,2,6.0555553,23.111111,1.5,6.5555553,.46405229,13.934641,.13725491,3.6535947,2014,.77563447,.34639958,.66950673,.40577194,.9278897,.35958993,.65975845,.45886242,1.3981482,.4537037,.73796296,.5
2482227,fc-evian-thonon-gaillard,14171,1,ogc-nizza,417,0,33.777779,24.277779,9.7777777,9.2777777,17.039215,11.150327,5,4.1699347,2014,.8343699,.56169993,.53623462,.2914663,.83993137,.55007076,.55150032,.31941473,1.0657407,.7962963,.47240895,.2254902
2482228,rc-lens,826,1,fc-girondins-bordeaux,40,2,.66666669,0,.3888889,0,0,15.601307,0,5.8431373,2014,.87842637,.58843672,.84508026,.51961273,1.0345887,.5884127,1.0002261,.53711486,.93333334,.51282054,.97941178,.3764706
2482229,olympique-lyon,1041,3,ea-guingamp,855,1,0,16.666666,0,4.8888888,19.568628,5.9084969,9.1568632,1.7385621,2014,.44267979,.35018185,.64000225,.4516364,.46276903,.38506487,.57385099,.42688593,.58981484,.35277778,.39722222,.5138889
2482230,fc-paris-saint-germain,583,2,olympique-marseille,244,0,21.277779,0,14.944445,0,23.078432,9.0784311,16.019608,3.7320261,2014,1.3266056,.90216279,.87473732,.60718286,1.4177681,.92103124,.93154699,.62698412,1.2253969,.96203703,1.65625,1.1625
2482231,stade-reims,1421,2,osc-lille,1082,0,0,26.388889,0,13.777778,17.392157,27.575163,4.9281044,13.725491,2014,.73732644,.44255552,.62908423,.3564454,.82687372,.4657608,.60011446,.32749072,.77037036,.3425926,.81944442,.69444442
2482232,fc-stade-rennes,273,1,fc-lorient,1158,0,12.722222,0,3.6666667,0,5.1045752,5.6143789,1.6732026,1.9542483,2014,.96308619,.67374009,.58816725,.43294671,.91906166,.66636759,.68617111,.51965451,.96111113,.54246032,.96666664,.96666664
2482233,as-saint-etienne,618,1,as-monaco,162,1,39.058823,0,17.647058,0,20.470589,7.4117646,10.044118,4.6143789,2014,.87242621,.51913863,.84217978,.61100543,.77722752,.53546321,.8584398,.69089508,.55000001,.42450979,.65370369,.6703704
2482234,fc-toulouse,415,3,fc-metz,347,0,51.333332,.5,17.777779,.16666667,16.575163,.20915033,5.1895423,.071895428,2014,.76616931,.49143407,.55579275,.43321928,.88820982,.60443723,.4725529,.4332251,1.0372549,.52941179,.70396823,1.156746
2482235,sc-bastia,595,0,olympique-lyon,1041,0,0,0,0,0,5,25.477123,1.8169935,11.908497,2014,.65859532,.40835604,.46608695,.31962627,1.1868832,.54014939,.48617616,.35450932,1.190625,.578125,.6298942,.33333334
2482236,ea-guingamp,855,0,fc-stade-rennes,273,1,13.222222,15.611111,4.0555553,4.5,4.9673204,7,1.5816994,2.1764705,2014,.62832743,.42806956,.90544814,.46891364,.55659258,.41103047,.86550826,.43631908,.37156862,.49509802,.74880952,.39431217
2482237,osc-lille,1082,1,fc-evian-thonon-gaillard,14171,0,23,24.833334,12.166667,7.1111112,26.137255,9.7908497,13.215686,2.9411764,2014,.54621416,.31676286,.81182367,.55343199,.4885242,.30554044,.82591021,.58340412,.69444442,.62037039,1.1592592,.93518519
2482238,fc-lorient,1158,1,rc-lens,826,0,0,.66666669,0,.3888889,6.6666665,0,2.3725491,0,2014,.66190261,.51803613,.8964414,.62665945,.78983802,.6614846,1.016802,.62455356,1.0990196,1.0843138,.86222219,.46666667
2482239,olympique-marseille,244,3,fc-girondins-bordeaux,40,1,0,0,0,0,6.8627453,15.418301,2.5424836,5.6274509,2014,.90888834,.64421993,.65667611,.49573615,.9625234,.66402113,.70542186,.49789914,1.5240741,1.0888889,.75392157,.39215687
2482240,fc-metz,347,2,fc-paris-saint-germain,583,3,.5,22.388889,.16666667,15.777778,.20915033,23.686274,.071895428,16.437908,2014,.83761311,.59075403,1.3057811,.76765829,.83206469,.62231243,1.3654209,.75812536,1.5928571,1.5178572,1.2050265,.75
2482241,as-monaco,162,2,sm-caen,1162,2,0,6.0555553,0,1.5,6.0588236,.46405229,3.7058823,.13725491,2014,.98198444,.66183114,.83622575,.35067308,.93642801,.71444005,1.0038157,.36752644,.68425924,.70740741,1.457672,.48148149
2482242,hsc-montpellier,969,2,fc-toulouse,415,0,12.666667,53.833332,3.6666667,19.055555,25.869282,18.261438,9.1633987,5.9411764,2014,.70188004,.44446409,.6681301,.4268173,.67399102,.4132947,.79144549,.4825885,.72941178,.50980395,.87549019,.42156863
2482243,fc-nantes,995,0,as-saint-etienne,618,0,23.333334,45.666668,6.8888888,20.722221,14.111111,23.601307,4.026144,11.771242,2014,.73066181,.44746619,.8657912,.56827378,.68386191,.46694678,.81500059,.57976347,.80098039,.54901963,.5324074,.40092593
2482244,ogc-nizza,417,0,stade-reims,1421,0,19,0,7.2222223,0,7.2614379,16.117647,2.6993463,4.7385621,2014,.4209303,.2021188,.51659495,.30245674,.46718657,.23230837,.61344784,.37830889,.36316526,.13921569,.46878308,.22222222
2482245,fc-girondins-bordeaux,40,1,osc-lille,1082,0,0,28.555555,0,14.888889,17.581699,30.549019,5.993464,14.986928,2014,.61484808,.52595139,.6697365,.47704726,.78175002,.55248916,.62489647,.41382629,.66441798,.40000001,.76851851,.6388889
2482246,sm-caen,1162,1,hsc-montpellier,969,1,6.0555553,12.055555,1.5,3.6111112,.46405229,23.20915,.13725491,8.320261,2014,.76215166,.35067308,.5365423,.35777679,.85798228,.36752644,.59948123,.36917707,1.1798942,.48148149,.6607843,.4509804
2482247,fc-evian-thonon-gaillard,14171,2,ea-guingamp,855,0,27.944445,16.111111,8.0555553,4.8333335,12.686275,6.6862745,3.7385621,2.0849674,2014,.91995859,.56001091,.66970825,.37972453,.99199563,.60985911,.72095698,.3776435,1.2527778,.77777779,.64722222,.43055555
2482248,rc-lens,826,2,fc-metz,347,0,0,.5,0,.16666667,0,.013071896,0,0,2014,.85493499,.58290946,.82431775,.59075403,.98589915,.58288693,.81724989,.62231243,.90238094,.51190478,1.5743387,1.5178572
2482249,olympique-marseille,244,2,fc-nantes,995,0,0,22.388889,0,6.3888888,14.274509,13.248366,5.7254901,3.5294118,2014,.90610361,.62685883,.56705362,.40577194,.95682544,.63997114,.5198012,.43386245,1.5018518,1.0333333,.59907407,.47685185
2482250,fc-paris-saint-germain,583,1,ogc-nizza,417,0,25.222221,25.666666,17.833334,9.3888893,24.941177,11.738562,17.601307,4.1633987,2014,1.2621615,.8384167,.53819537,.2822226,1.3381792,.85489368,.58679444,.33444741,1.1439153,.84074074,.44299719,.19117647
2482251,stade-reims,1421,2,sc-bastia,595,1,0,0,0,0,12.980392,4.6013074,3.6339869,1.5882353,2014,.72979915,.44983828,.62143362,.42965072,.80773795,.47777578,.98799795,.50927198,.74656087,.2962963,1.0088888,.53888887
2482252,fc-stade-rennes,273,2,as-monaco,162,0,14.333333,0,4.1111112,0,6.2222223,6.993464,1.9607843,4.1830068,2014,1.0323633,.65646589,.92564934,.69538307,.98091441,.61489052,.93979502,.7594136,.97195768,.57949734,.69722223,.74537039
2482253,as-saint-etienne,618,3,olympique-lyon,1041,0,45.555557,0,20.833334,0,21.549019,24.274509,10.973856,11.313725,2014,.75884676,.47452378,.45977381,.35018185,.73563552,.4964301,.47986305,.38506487,.45833334,.34537038,.62156087,.35277778
2482254,fc-toulouse,415,2,fc-lorient,1158,3,49.555557,0,17.277779,0,14.882353,4.6928105,4.7189541,1.503268,2014,.6680488,.42625338,.52123201,.33533642,.81096834,.49546057,.6028161,.40745151,1.0490741,.50925928,.65833336,.53333336
2482255,sc-bastia,595,1,fc-evian-thonon-gaillard,14171,2,0,30.055555,0,8.5555553,3.8169935,12.875817,1.2810458,3.8235295,2014,.49823511,.4031356,.74252009,.4030804,.98621225,.54613096,.73600721,.43995172,.97000003,.58333331,1.0259259,.57407409
2482256,ea-guingamp,855,5,sm-caen,1162,1,17,6.0555553,5.3333335,1.3333334,8.8366013,.627451,2.9542484,.14379086,2014,.64383864,.43783769,.77191597,.3744826,.60367304,.4401435,.86415511,.37369931,.39722222,.5324074,1.1798942,.48148149
2482257,osc-lille,1082,1,fc-paris-saint-germain,583,1,29.388889,25.166666,15.333333,17.666666,33.169933,24.921568,16.222221,17.424837,2014,.67952514,.50482506,1.0283653,.70271039,.62417495,.43066132,1.0376095,.69036376,.81018519,.62962961,.85555553,.68148148
2482258,fc-lorient,1158,1,olympique-marseille,244,1,0,0,0,0,6.5620914,10.941176,2.2875817,4.7908497,2014,.57155883,.38113669,.77224118,.55278474,.64780998,.4426367,.79139334,.55895263,.73240739,.60740739,1.522549,1.0352942
2482259,olympique-lyon,1041,2,stade-reims,1421,1,0,0,0,0,21.130718,15.960784,9.7320261,4.4771242,2014,.47114393,.3487657,.72979915,.44983828,.5007773,.38228711,.80773795,.47777578,.63452381,.375,.74656087,.2962963
2482260,fc-metz,347,0,fc-girondins-bordeaux,40,0,.5,0,.16666667,0,.20915033,14.300653,.071895428,5.1437907,2014,.79102004,.54160869,.61160386,.5558061,.77088743,.56278861,.76996762,.56092435,1.6113757,1.406746,.67156863,.35294119
2482261,as-monaco,162,2,rc-lens,826,0,0,0,0,0,4.2679739,0,2.5490196,0,2014,1.0329148,.74881208,.80178571,.54028863,1.0126065,.80703264,.90617126,.54767197,.71481484,.74074072,.76025641,.5
2482262,hsc-montpellier,969,0,as-saint-etienne,618,2,12.055555,35.555557,3.6111112,16.5,23.20915,11.326797,8.320261,5.6274509,2014,.66615468,.41977164,.83847827,.52555931,.63654709,.39033389,.82064551,.55153942,.68888891,.48148149,.50312501,.37604168
2482263,fc-nantes,995,1,fc-toulouse,415,2,22.388889,35.944443,6.3888888,12.555555,13.248366,8,3.5294118,2.4836602,2014,.56705362,.40577194,.67516595,.43891004,.5198012,.43386245,.83595049,.51051813,.59907407,.47685185,1.14375,.53125
2482264,ogc-nizza,417,1,fc-stade-rennes,273,2,24.777779,14.333333,9.333333,4.1111112,11.490196,6.2222223,4.1045752,1.9607843,2014,.53819537,.2822226,1.0639397,.68614298,.58679444,.33444741,1.0225811,.65424234,.44299719,.19117647,1.0275133,.63505292
2482265,fc-girondins-bordeaux,40,3,fc-lorient,1158,2,0,0,0,0,21,6.7777777,7.3267975,2.2418301,2014,.63429254,.56103909,.54036784,.34863177,.80311757,.58026695,.62951159,.41882715,.69775134,.40000001,.6722222,.56111109
2482266,sm-caen,1162,2,ogc-nizza,417,3,6.9444447,36.666668,1.5555556,14.222222,1.1241831,13.124183,.28758171,4.6601305,2014,.75315696,.36892703,.54828346,.33321023,.84748846,.37369931,.58775955,.37510222,1.1660053,.48148149,.45939153,.2361111
2482267,fc-evian-thonon-gaillard,14171,2,olympique-lyon,1041,3,29.277779,0,8.333333,0,12.568627,25.470589,3.6797385,11.934641,2014,.75331628,.45122856,.3091425,.27055222,.75961834,.49473566,.33179584,.29005063,.90092593,.68518519,.3734127,.20833333
2482268,rc-lens,826,1,osc-lille,1082,1,0,29.444445,0,15.277778,0,27.444445,0,13.529411,2014,.64625853,.40085033,.67013168,.47837001,.71919709,.38837868,.61271113,.41214278,.52499998,.4861111,.81018519,.62962961
2482269,olympique-marseille,244,3,fc-metz,347,1,0,.52941179,0,.17647059,15.117647,.23529412,6.1176472,.080882356,2014,.87697899,.57747608,.71375185,.53102154,.89880073,.58210075,.74620575,.56312072,1.6268518,1.0333333,1.7296919,1.5042017
2482270,fc-paris-saint-germain,583,2,fc-nantes,995,1,24.666666,22.666666,17.444445,6.2777777,26.424837,13.464052,18.424837,3.3660131,2014,1.2352365,.83616406,.57793158,.39819619,1.3079798,.86238927,.5297218,.42923281,1.1328043,.91296297,.59444445,.45833334
2482271,stade-reims,1421,2,ea-guingamp,855,3,0,16.944445,0,5.2777777,15.960784,8.3267975,4.4771242,2.7647059,2014,.72979915,.44983828,.64383864,.43783769,.80773795,.47777578,.60367304,.4401435,.74656087,.2962963,.39722222,.5324074
2482272,fc-stade-rennes,273,0,hsc-montpellier,969,4,13.444445,11,3.7777777,3.2777777,5.5098038,21.549019,1.6928104,7.9477124,2014,.90887254,.61796117,.68573242,.41701311,.87873191,.60662329,.64784724,.37407902,.97037035,.59801584,.67058825,.4509804
