date,seasonyear,boxscoreid,visitor_name,visitor_id,visitor_pts,home_name,home_id,home_pts,mu_coach_player_all_t1,mu_coach_player_all_t2,mu_coach_player_suc_t1,mu_coach_player_suc_t2,mu_rel_all_t1,mu_rel_all_t2,mu_rel_suc_t1,mu_rel_suc_t2,mean_per_t1_bin_5,mean_bpm_t1_bin_5,mean_per_t2_bin_5,mean_bpm_t2_bin_5,mean_per_t1_bin_3,mean_bpm_t1_bin_3,mean_per_t2_bin_3,mean_bpm_t2_bin_3,mean_per_t1_bin_1,mean_bpm_t1_bin_1,mean_per_t2_bin_1,mean_bpm_t2_bin_1
"Tue, Jan 3, 2012",2012,201201030CLE,Charlotte_Bobcats,CHA,101,Cleveland_Cavaliers,CLE,115,4.666666507720947,39.46154022216797,0,0,9.78787899017334,24.66666603088379,4.651515007019043,8.487179756164551,12.36148166656494,-2.739259243011475,12.77045440673828,-1.769545435905457,11.98888874053955,-3.162962913513184,12.77121257781982,-1.716666698455811,12.01111125946045,-3.655555486679077,12.60909080505371,-2
"Wed, Apr 11, 2012",2012,201204110POR,Golden_State_Warriors,GSW,110,Portland_Trail_Blazers,POR,118,0,0,0,0,10.22222232818604,5.422222137451172,4.02222204208374,3.111111164093018,13.51619052886963,-.6223809719085693,12.23925971984863,-2.097037076950073,13.17619037628174,-.7285714149475098,12.39259243011475,-2.048148155212402,12.61428546905518,-.4428571462631226,11.55555534362793,-2.833333253860474
"Fri, Apr 13, 2012",2012,201204130PHI,New_Jersey_Nets,NJN,95,Philadelphia_76ers,PHI,89,22.10000038146973,73.33333587646484,0,0,5.333333492279053,98.08333587646484,1.622222185134888,46.13888931274414,12.68000030517578,-2.963333368301392,14.77750015258789,-.3568750023841858,12.65416622161865,-3.029166698455811,14.66458320617676,-.3479166626930237,13.18571472167969,-1.514285683631897,15.57499980926514,.574999988079071
"Wed, Apr 4, 2012",2012,201204040MIN,Golden_State_Warriors,GSW,97,Minnesota_Timberwolves,MIN,94,0,21.5,0,0,8.363636016845703,17.62222290039063,3.290909051895142,3.777777671813965,13.51619052886963,-.6223809719085693,12.3100004196167,-1.860000014305115,13.17619037628174,-.7285714149475098,12.19583320617676,-1.920833349227905,12.61428546905518,-.4428571462631226,13.88749980926514,-.862500011920929
"Sun, Mar 4, 2012",2012,201203040CHA,New_Jersey_Nets,NJN,104,Charlotte_Bobcats,CHA,101,37.59999847412109,5.090909004211426,0,0,17.17777824401855,27.39999961853027,5.199999809265137,13.21818161010742,13.74888896942139,-1.968888878822327,11.64200019836426,-2.5753333568573,13.68148136138916,-2.055555582046509,11.17333316802979,-3.130000114440918,14.55000019073486,-.574999988079071,11.64999961853027,-3.430000066757202
"Wed, Feb 1, 2012",2012,201202010BOS,Toronto_Raptors,TOR,64,Boston_Celtics,BOS,100,3.666666746139526,111.8461532592773,0,0,18.1363639831543,22.5256404876709,5.439393997192383,14.75641059875488,12.5741662979126,-1.864444494247437,13.69600009918213,-1.001999974250793,12.3972225189209,-1.901388883590698,13.14333343505859,-1.059999942779541,12.19166660308838,-2.166666746139526,12.94999980926514,-.5
"Mon, Apr 16, 2012",2012,201204160UTA,Dallas_Mavericks,DAL,121,Utah_Jazz,UTA,123,98.18181610107422,0,0,0,39.54545593261719,7.55555534362793,26.69090843200684,3.355555534362793,16.819091796875,.5793939232826233,14.04791641235352,-1.454166650772095,15.58333301544189,.0560606047511101,13.90416622161865,-1.510416626930237,14.44545459747314,.0545454546809196,15.05000019073486,-1.583333373069763
"Fri, Apr 6, 2012",2012,201204060MIL,Charlotte_Bobcats,CHA,90,Milwaukee_Bucks,MIL,95,0,42.29999923706055,0,0,8.622221946716309,6.688889026641846,4.222222328186035,3.244444370269775,11.73619079589844,-3.480000019073486,13.21425914764404,-1.198703646659851,11.29523849487305,-3.966666698455811,13.33518505096436,-1.187036991119385,11.54285717010498,-4.614285945892334,13.71111106872559,-.5777778029441833
"Thu, Jun 7, 2012",2012,201206070BOS,Miami_Heat,MIA,98,Boston_Celtics,BOS,79,119.5833358764648,140.6923065185547,0,0,51.83333206176758,33.96154022216797,32.84848403930664,23.08974266052246,15.58666706085205,1.723484873771667,14.02363681793213,-.3321212232112885,15.51212120056152,1.851515173912048,13.68787860870361,-.2575757503509521,14.33636379241943,1.200000047683716,13.92000007629395,.5299999713897705
"Tue, Jan 31, 2012",2012,201201310IND,New_Jersey_Nets,NJN,99,Indiana_Pacers,IND,106,30.39999961853027,0,0,0,11.68888854980469,27.86666679382324,4.222222328186035,11.95555591583252,13.43222236633301,-1.702777743339539,13.9709997177124,-1.69433331489563,13.47962951660156,-1.653703689575195,14.31833362579346,-1.431666612625122,13.55555534362793,-.8777777552604675,14.4399995803833,-1.490000009536743
"Sun, Mar 11, 2012",2012,201203110LAL,Boston_Celtics,BOS,94,Los_Angeles_Lakers,LAL,97,174.8999938964844,0,0,0,51.31111145019531,84.08889007568359,35.11111068725586,56.17777633666992,13.80000019073486,-.4822222292423248,16.51555633544922,1.527777791023254,13.55185222625732,-.4444444477558136,15.94444465637207,1.662962913513184,13.22222232818604,-.2222222238779068,14.94444465637207,1.211111068725586
"Fri, Feb 10, 2012",2012,201202100WAS,Miami_Heat,MIA,106,Washington_Wizards,WAS,89,119.75,0,0,0,52.04545593261719,16.85454559326172,33.04545593261719,4.490909099578857,13.71030330657959,-.3019697070121765,12.81604194641113,-2.373333215713501,13.69696998596191,-.2000000029802322,12.69583320617676,-2.304166555404663,12.51818180084229,-.9090909361839294,12.42500019073486,-2.450000047683716
"Fri, Feb 17, 2012",2012,201202170DET,Sacramento_Kings,SAC,108,Detroit_Pistons,DET,114,0,0,0,0,7.599999904632568,69.86111450195313,2.400000095367432,29.86111068725586,14.51708316802979,-.8454166650772095,14.65625,.1993750035762787,14.38958358764648,-.8687499761581421,14.36250019073486,-.1583333313465118,14.0625,-1.012500047683716,13.85714244842529,-.800000011920929
"Fri, Feb 17, 2012",2012,201202170OKC,Golden_State_Warriors,GSW,87,Oklahoma_City_Thunder,OKC,110,0,86.75,0,0,19.17948722839355,42.15151596069336,8.435897827148438,25.59090995788574,13.83370399475098,-.6207407116889954,13.72616672515869,-.7986666560173035,13.63888931274414,-.8462963104248047,13.82833290100098,-.5833333134651184,13.73333358764648,-.4666666686534882,14.68000030517578,.0399999991059303
"Fri, Feb 17, 2012",2012,201202170ORL,Milwaukee_Bucks,MIL,85,Orlando_Magic,ORL,94,50.3636360168457,171.2222290039063,0,0,11.16363620758057,97.08333587646484,5.436363697052002,60.27777862548828,13.40981483459473,-.7553703784942627,14.60888862609863,.0759259238839149,13.57222175598145,-.5592592358589172,14.60000038146973,.3388888835906982,13.64444446563721,-.1666666716337204,13.94444465637207,.4000000059604645
"Fri, Feb 17, 2012",2012,201202170UTA,Washington_Wizards,WAS,100,Utah_Jazz,UTA,114,0,0,0,0,17.16363716125488,20.06410217285156,4.472727298736572,10.37179470062256,13.36104202270508,-1.870833277702332,14.60484886169434,-.6957575678825378,13.12916660308838,-1.837499976158142,14.08484840393066,-1.200000047683716,12.78750038146973,-2.0625,14.23999977111816,-1.440000057220459
"Tue, Jan 24, 2012",2012,201201240POR,Memphis_Grizzlies,MEM,84,Portland_Trail_Blazers,POR,97,74.53845977783203,38.53845977783203,0,0,18.67948722839355,14.70512866973877,9.269230842590332,7.615384578704834,14.22316646575928,-1.105666637420654,13.91090869903564,-.5639393925666809,14.38833332061768,-.9100000262260437,13.93636322021484,-.4469696879386902,14.8100004196167,-.2700000107288361,13.65454578399658,-.7272727489471436
"Sat, Feb 4, 2012",2012,201202040MIN,Houston_Rockets,HOU,91,Minnesota_Timberwolves,MIN,100,0,21.5,0,0,36.33333206176758,17.75555610656738,19.9777774810791,3.599999904632568,15.26203727722168,-.4670370519161224,13.53333377838135,-1.622499942779541,15.1537036895752,-.6388888955116272,13.55416679382324,-1.533333301544189,15.56666660308838,-.4888888895511627,14.96249961853027,-.675000011920929
"Mon, Mar 19, 2012",2012,201203190CHA,Philadelphia_76ers,PHI,105,Charlotte_Bobcats,CHA,80,60,0,0,0,62.78181838989258,6.242424011230469,29.45454597473145,3,14.55222225189209,-.6338889002799988,12.40592575073242,-2.960370302200317,14.4518518447876,-.6259258985519409,12.06296253204346,-3.338888883590698,15.23333358764648,.3666666746139526,12.39999961853027,-3.844444513320923
"Sun, Feb 12, 2012",2012,201202120MEM,Utah_Jazz,UTA,98,Memphis_Grizzlies,MEM,88,0,79.80000305175781,0,0,27.6363639831543,24.88888931274414,14.52727317810059,12,14.43555545806885,-.7688888907432556,14.3868522644043,-.9118518233299255,14.25925922393799,-1.144444465637207,14.5703706741333,-.6944444179534912,13.73333358764648,-1.733333349227905,15.06666660308838,-.1555555611848831
"Fri, Jan 27, 2012",2012,201201270DEN,Toronto_Raptors,TOR,81,Denver_Nuggets,DEN,96,0,87.90000152587891,0,0,18.81818199157715,27.26666641235352,5.803030490875244,15.19999980926514,13.41083335876465,-1.539861083030701,13.78466701507568,-.684499979019165,13.26805591583252,-1.67638885974884,14.39999961853027,-.0900000035762787,13.15833377838135,-1.866666674613953,14.65999984741211,-.0900000035762787
"Sun, Mar 18, 2012",2012,201203180SAC,Minnesota_Timberwolves,MIN,99,Sacramento_Kings,SAC,115,0,0,0,0,25.8636360168457,10.39999961853027,5.090909004211426,3,13.2413330078125,-1.965999960899353,13.46238136291504,-1.149523854255676,13.27333354949951,-1.860000014305115,13.31666660308838,-1.176190495491028,14.25,-1.179999947547913,13.17142868041992,-.9571428298950195
"Mon, Mar 12, 2012",2012,201203120NJN,Milwaukee_Bucks,MIL,105,New_Jersey_Nets,NJN,99,58.90000152587891,32.44444274902344,0,0,15.95555591583252,11.11111068725586,7.44444465637207,3.694444417953491,13.52791690826416,-.8291666507720947,12.35000038146973,-2.743333339691162,13.75208377838135,-.6166666746139526,12.17500019073486,-2.900000095367432,13.72500038146973,-.1124999970197678,12.47142887115479,-1.485714316368103
"Sat, Jan 28, 2012",2012,201201280PHO,Memphis_Grizzlies,MEM,84,Phoenix_Suns,PHO,86,96.90000152587891,71.27272796630859,0,0,57.59999847412109,37.78181838989258,27.79999923706055,20.65454483032227,14.85907363891602,-.9174073934555054,14.7946662902832,-.6356666684150696,15.04259300231934,-.699999988079071,13.95333290100098,-.7533333301544189,15.51111125946045,.0111111113801599,13.6899995803833,-1.049999952316284
"Tue, Feb 7, 2012",2012,201202070MIN,Sacramento_Kings,SAC,84,Minnesota_Timberwolves,MIN,86,0,23.88888931274414,0,0,24.50909042358398,15.69444465637207,7.545454502105713,3.083333253860474,13.85444450378418,-1.055185198783875,12.99809551239014,-1.768571376800537,13.87592601776123,-1.053703665733337,13.33333301544189,-1.485714316368103,14.10000038146973,-.800000011920929,13.75714302062988,-1.028571486473083
"Mon, Apr 16, 2012",2012,201204160NJN,Miami_Heat,MIA,101,New_Jersey_Nets,NJN,98,118.1111145019531,21.89999961853027,0,0,39.88888931274414,4.577777862548828,25.5,1.51111114025116,15.64761924743652,1.522619009017944,11.94999980926514,-3.408333301544189,15.41904735565186,1.557142853736877,11.82499980926514,-3.533333301544189,13.97142887115479,.9857142567634583,11.7857141494751,-2.328571319580078
"Sun, Jan 1, 2012",2012,201201010LAC,Portland_Trail_Blazers,POR,88,Los_Angeles_Clippers,LAC,93,51.44444274902344,38.33333206176758,0,0,27.83333396911621,21.80555534362793,14.30555534362793,7.69444465637207,15.75777816772461,.9662963151931763,16.14333343505859,.0958333313465118,15.78888893127441,1.109259247779846,15.50416660308838,-.362500011920929,15.44444465637207,.7666666507720947,15.0625,2.22044604925e-16
"Sun, May 6, 2012",2012,201205060PHI,Chicago_Bulls,CHI,82,Philadelphia_76ers,PHI,89,46.5,73.33333587646484,0,0,38.82222366333008,95.91666412353516,26.42222213745117,45,14.09888935089111,-.8061110973358154,14.77750015258789,-.3568750023841858,12.98703670501709,-1.755555510520935,14.66458320617676,-.3479166626930237,12.85555553436279,-1.811111092567444,15.57499980926514,.574999988079071
"Sat, Mar 10, 2012",2012,201203100PHO,Memphis_Grizzlies,MEM,91,Phoenix_Suns,PHO,98,79.80000305175781,77.63636016845703,0,0,24.88888931274414,46.52727127075195,12,25.83636283874512,14.3868522644043,-.9118518233299255,14.77666664123535,-1.180333375930786,14.5703706741333,-.6944444179534912,14.57666683197021,-.9100000262260437,15.06666660308838,-.1555555611848831,14.59000015258789,-1.230000019073486
"Fri, Feb 17, 2012",2012,201202170NYK,New_Orleans_Hornets,NOH,89,New_York_Knicks,NYK,85,14.89999961853027,69.125,0,0,4.155555725097656,7.678571224212646,1.866666674613953,3.714285612106323,11.39687538146973,-2.785624980926514,14.46380996704102,-.0609523802995682,11.46666622161865,-2.495833396911621,14.20952415466309,-.2952381074428558,10.97500038146973,-2.612499952316284,15.2142858505249,.2714285850524902
"Mon, Dec 26, 2011",2012,201112260MIN,Oklahoma_City_Thunder,OKC,104,Minnesota_Timberwolves,MIN,100,137.3999938964844,0,0,0,102.9111099243164,22.0444450378418,62.33333206176758,4.377777576446533,14.47316646575928,-.3576666712760925,14.45416641235352,-1.470000028610229,14.66666698455811,-.138333335518837,14.76666641235352,-1.179166674613953,15.25,.3899999856948853,15.1875,-.7124999761581421
"Fri, Feb 3, 2012",2012,201202030ORL,Cleveland_Cavaliers,CLE,94,Orlando_Magic,ORL,102,26.39999961853027,132.3333282470703,0,0,7.511111259460449,51.91666793823242,2.066666603088379,33.33333206176758,13.43187522888184,-1.640625,12.02444458007813,-2.293518543243408,13.48541641235352,-1.53125,13.73518562316895,-.7666666507720947,13.19999980926514,-1.6875,13.35555553436279,-.4777777791023254
"Sat, Apr 28, 2012",2012,201204280MIA,New_York_Knicks,NYK,67,Miami_Heat,MIA,100,18.41666603088379,119.5833358764648,0,0,8.545454978942871,51.83333206176758,4.575757503509521,32.84848403930664,15.9777774810791,.4955555498600006,15.58666706085205,1.723484873771667,15.44814777374268,.1777777820825577,15.51212120056152,1.851515173912048,16.26666641235352,.7333333492279053,14.33636379241943,1.200000047683716
"Fri, Feb 3, 2012",2012,201202030TOR,Washington_Wizards,WAS,89,Toronto_Raptors,TOR,106,0,0,0,0,14.89393901824951,18.93939399719238,3.803030252456665,5.878787994384766,12.46537017822266,-2.174074172973633,13.41083335876465,-1.539861083030701,12.25925922393799,-2.144444465637207,13.26805591583252,-1.67638885974884,11.95555591583252,-2.344444513320923,13.15833377838135,-1.866666674613953
"Sun, Jan 15, 2012",2012,201201150DET,Golden_State_Warriors,GSW,99,Detroit_Pistons,DET,91,0,0,0,0,16.53030395507813,93.38888549804688,7.363636493682861,38.11111068725586,13.33166694641113,-.8795833587646484,14.87874984741211,.1918749958276749,13.11250019073486,-1.133333325386047,14.67500019073486,-.1000000014901161,13.02499961853027,-.762499988079071,14.08571434020996,-.7714285850524902
"Sun, Apr 29, 2012",2012,201204290ATL,Boston_Celtics,BOS,74,Atlanta_Hawks,ATL,83,151.6666717529297,41.90000152587891,0,0,33.58333206176758,48.06666564941406,22.80555534362793,24.17777824401855,13.35249996185303,-.9350000023841858,13.38444423675537,-1.080000042915344,13.20833301544189,-.8833333253860474,12.75555515289307,-1.48888885974884,12.82499980926514,-.699999988079071,13.38749980926514,-1.125
"Tue, Jan 31, 2012",2012,201201310NYK,Detroit_Pistons,DET,86,New_York_Knicks,NYK,113,0,60.5,0,0,46.41818237304688,10.15151500701904,19.81818199157715,5.10606050491333,14.31875038146973,.0168750006705523,14.95766639709473,.0983333364129066,14.16666698455811,-.2416666597127914,14.63833332061768,-.1150000020861626,13.94285678863525,-.6285714507102966,15.27000045776367,.2199999988079071
"Thu, Mar 15, 2012",2012,201203150LAC,Phoenix_Suns,PHO,91,Los_Angeles_Clippers,LAC,87,60.45454406738281,31.29999923706055,0,0,20.41818237304688,11.28888893127441,10.41818141937256,4.622222423553467,13.63133335113525,-1.570999979972839,14.8526668548584,-.2843333184719086,13.15999984741211,-1.393333315849304,14.6366662979126,-.2633333206176758,12.89000034332275,-1.820000052452087,13.17000007629395,-1.029999971389771
"Sat, Apr 28, 2012",2012,201204280IND,Orlando_Magic,ORL,81,Indiana_Pacers,IND,77,117,0,0,0,45.86666488647461,26.22222137451172,29.20000076293945,12.11111068725586,13.23944473266602,-.5740740895271301,15.49666690826416,-.6114814877510071,13.10000038146973,-.4055555462837219,15.86111068725586,-.4648148119449615,12.46666622161865,-.2888889014720917,15.61111068725586,-.644444465637207
"Fri, Jan 6, 2012",2012,201201060UTA,Memphis_Grizzlies,MEM,85,Utah_Jazz,UTA,94,89.30000305175781,0,0,0,26.51111030578613,27.6363639831543,13.0222225189209,14.52727317810059,14.07759284973145,-.9507407546043396,14.43555545806885,-.7688888907432556,14.26111125946045,-.7333333492279053,14.25925922393799,-1.144444465637207,14.26666641235352,-.0777777805924416,13.73333358764648,-1.733333349227905
"Sun, Mar 18, 2012",2012,201203180MIA,Orlando_Magic,ORL,81,Miami_Heat,MIA,91,167.4444427490234,127.0999984741211,0,0,92.13888549804688,53.40000152587891,56.55555725097656,33.42222213745117,14.86166667938232,.5981481671333313,14.17703723907471,-.1446296274662018,14.86296272277832,.855555534362793,14.27037048339844,.0111111113801599,14.24444484710693,.9111111164093018,13.28888893127441,-.5888888835906982
"Wed, Mar 21, 2012",2012,201203210DAL,Los_Angeles_Lakers,LAL,109,Dallas_Mavericks,DAL,93,0,96.45454406738281,0,0,28.30769157409668,36.07272720336914,18.93589782714844,23.70909118652344,17.03318214416504,.4804545342922211,16.5181827545166,.333939403295517,16.66363716125488,.6196969747543335,15.52121257781982,-.0348484851419926,16.09090995788574,.3454545438289642,14.48181819915771,-.0272727273404598
"Sat, May 5, 2012",2012,201205050ORL,Indiana_Pacers,IND,101,Orlando_Magic,ORL,99,0,117,0,0,26.22222137451172,45.86666488647461,12.11111068725586,29.20000076293945,15.49666690826416,-.6114814877510071,13.23944473266602,-.5740740895271301,15.86111068725586,-.4648148119449615,13.10000038146973,-.4055555462837219,15.61111068725586,-.644444465637207,12.46666622161865,-.2888889014720917
"Fri, Jan 13, 2012",2012,201201130CHA,Detroit_Pistons,DET,98,Charlotte_Bobcats,CHA,81,0,0,0,0,53.52727127075195,20.05454635620117,21.21818161010742,9.563636779785156,14.61740779876709,-.142037034034729,12.49166679382324,-2.934166669845581,14.46666622161865,-.3814814686775208,12.44583320617676,-3.075000047683716,14.47500038146973,-.6875,13.13749980926514,-3.512500047683716
"Fri, Jan 13, 2012",2012,201201130PHI,Washington_Wizards,WAS,89,Philadelphia_76ers,PHI,120,54.83333206176758,68.90908813476563,0,0,17.09090995788574,79.56363677978516,4.78787899017334,36.10909271240234,13.17425918579102,-1.789629578590393,14.00650024414063,-.9484999775886536,12.87036991119385,-1.785185217857361,13.7616662979126,-1.06166660785675,12.37777805328369,-2.155555486679077,14.42000007629395,-.2899999916553497
"Fri, Apr 20, 2012",2012,201204200DAL,Golden_State_Warriors,GSW,94,Dallas_Mavericks,DAL,104,0,89.84615325927734,0,0,0,33.32051467895508,0,22.14102554321289,11.14266681671143,-1.779333353042603,16.56230735778809,.3883333206176758,10.56333351135254,-2.009999990463257,15.66282081604004,.0128205129876733,12.10000038146973,-.3499999940395355,14.19166660308838,-.0750000029802322
"Mon, Apr 9, 2012",2012,201204090UTA,San_Antonio_Spurs,SAS,84,Utah_Jazz,UTA,91,92.33333587646484,0,0,0,18.55555534362793,9.55555534362793,11.38888931274414,4.244444370269775,14.3100004196167,-.8112499713897705,15.02916622161865,-.8854166865348816,14.41250038146973,-.5687500238418579,14.64166641235352,-1.222916722297668,14.30000019073486,-.5,15.58571434020996,-1.185714244842529
"Tue, Jan 10, 2012",2012,201201100MIL,San_Antonio_Spurs,SAS,103,Milwaukee_Bucks,MIL,106,229.8181762695313,70.66666412353516,0,0,58.85454559326172,23.55555534362793,39.65454483032227,11.61111068725586,15.69099998474121,.068000003695488,14.81833362579346,-.1083333343267441,15.28833293914795,.0366666652262211,15.11190509796143,.1857142895460129,14.60000038146973,-.2199999988079071,14.9285717010498,.3571428656578064
"Thu, Jan 12, 2012",2012,201201120GSW,Orlando_Magic,ORL,117,Golden_State_Warriors,GSW,109,147.8000030517578,0,0,0,72.44444274902344,18.24444389343262,45.46666717529297,8.04444408416748,12.83749961853027,-1.461166620254517,13.51333332061768,-.665238082408905,14.48499965667725,-.003333333414048,13.40476226806641,-.8428571224212646,14.07999992370605,.2000000029802322,12.74285697937012,-1.028571486473083
"Sat, Jan 7, 2012",2012,201201070HOU,Oklahoma_City_Thunder,OKC,98,Houston_Rockets,HOU,95,137.3999938964844,0,0,0,102.9111099243164,17.75555610656738,62.33333206176758,9.800000190734863,14.47316646575928,-.3576666712760925,14.30833339691162,-1.754074096679688,14.66666698455811,-.138333335518837,14.23703670501709,-1.914814829826355,15.25,.3899999856948853,13.88888931274414,-2.244444370269775
"Wed, Jan 25, 2012",2012,201201250UTA,Toronto_Raptors,TOR,111,Utah_Jazz,UTA,106,0,0,0,0,30.57575798034668,23.43636322021484,10.45454502105713,12.05454540252686,13.81583309173584,-1.189861059188843,14.19777774810791,-.6644444465637207,13.65138912200928,-1.431944489479065,14.04444408416748,-1.025925874710083,13.46666622161865,-1.866666674613953,13.58888912200928,-1.611111164093018
"Sat, Dec 31, 2011",2012,201112310OKC,Phoenix_Suns,PHO,97,Oklahoma_City_Thunder,OKC,107,78.83333587646484,107.0769195556641,0,0,43.51515197753906,61.16666793823242,23.59090995788574,37.10256576538086,14.24484825134277,-1.110000014305115,13.5443058013916,-.664722204208374,13.96666622161865,-.9303030371665955,13.70555591583252,-.4819444417953491,14.06363677978516,-1.090909123420715,14.19166660308838,-.0416666679084301
"Sat, Mar 31, 2012",2012,201203310PHI,Atlanta_Hawks,ATL,90,Philadelphia_76ers,PHI,95,56,70.30000305175781,0,0,105.3928604125977,85.71111297607422,51.14285659790039,39.51111221313477,14.61999988555908,-.631428599357605,14.02950000762939,-1.005499958992004,14.49047660827637,-.4523809552192688,13.92333316802979,-1.066666722297668,14.17142868041992,-.8999999761581421,14.65999984741211,-.119999997317791
"Sun, Jan 8, 2012",2012,201201080POR,Cleveland_Cavaliers,CLE,78,Portland_Trail_Blazers,POR,98,33.58333206176758,39.75,0,0,19.28787803649902,16.07575798034668,7.848484992980957,8.409090995788574,13.08749961853027,-1.284500002861023,15.20199966430664,.5796666741371155,13.02499961853027,-1.301666617393494,15.22999954223633,.7083333134651184,12.93000030517578,-1.610000014305115,14.92000007629395,.4000000059604645
"Fri, Jan 20, 2012",2012,201201200PHI,Atlanta_Hawks,ATL,76,Philadelphia_76ers,PHI,90,36.84615325927734,68.55555725097656,0,0,32.64102554321289,90.30555725097656,16.58974266052246,41.08333206176758,12.8636360168457,-1.525454521179199,14.34312534332275,-.6474999785423279,12.06666660308838,-1.981818199157715,14.16041660308838,-.8229166865348816,12.57999992370605,-1.559999942779541,15.16250038146973,.1749999970197678
